   1.00000000       1.61924362E-02   1.00296736E-03   1.61924362E-02   1.00397038    
   1.00999999       1.62086487E-02   1.00356340E-03   1.58892740E-02  0.994620681    
   1.01999998       1.62134171E-02   1.00344419E-03   1.55838300E-02  0.984752655    
   1.02999997       1.62515640E-02   1.00433826E-03   1.53186582E-02  0.976060808    
   1.03999996       1.62515640E-02   1.00415945E-03   1.50254862E-02  0.966503561    
   1.04999995       1.62887573E-02   1.00541115E-03   1.47743849E-02  0.958492041    
   1.05999994       1.63135529E-02   1.00553036E-03   1.45190051E-02  0.949562192    
   1.06999993       1.63679123E-02   1.00708008E-03   1.42963696E-02  0.942137599    
   1.07999992       1.63755417E-02   1.00725889E-03   1.40393898E-02  0.933579862    
   1.08999991       1.64175034E-02   1.00803375E-03   1.38182864E-02  0.925726473    
   1.09999990       1.64117813E-02   1.00791454E-03   1.35634579E-02  0.917202294    
   1.10999990       1.64623260E-02   1.00934505E-03   1.33611951E-02  0.910229266    
   1.11999989       1.65243149E-02   1.00994110E-03   1.31730856E-02  0.902634978    
   1.12999988       1.65147781E-02   1.01000071E-03   1.29334964E-02  0.894699752    
   1.13999987       1.65739059E-02   1.01113319E-03   1.27530852E-02  0.887845993    
   1.14999986       1.66025162E-02   1.01184845E-03   1.25538902E-02  0.880748153    
   1.15999985       1.66835785E-02   1.01387501E-03   1.23986192E-02  0.874904335    
   1.16999984       1.66826248E-02   1.01369619E-03   1.21868867E-02  0.867273569    
   1.17999983       1.67512894E-02   1.01560354E-03   1.20305186E-02  0.861541867    
   1.18999982       1.67713165E-02   1.01578236E-03   1.18433172E-02  0.854452372    
   1.19999981       1.68457031E-02   1.01745129E-03   1.16984090E-02  0.848724127    
   1.20999980       1.68685913E-02   1.01780891E-03   1.15214791E-02  0.842005670    
   1.21999979       1.69782639E-02   1.01995468E-03   1.14070615E-02  0.836864591    
   1.22999978       1.70211792E-02   1.02102757E-03   1.12507008E-02  0.830933928    
   1.23999977       1.70297623E-02   1.02144480E-03   1.10755516E-02  0.824569643    
   1.24999976       1.71012878E-02   1.02263689E-03   1.09448284E-02  0.818927705    
   1.25999975       1.72004700E-02   1.02496147E-03   1.08342627E-02  0.814275086    
   1.26999974       1.72815323E-02   1.02704763E-03   1.07145756E-02  0.809507847    
   1.27999973       1.73006058E-02   1.02657080E-03   1.05594564E-02  0.802810669    
   1.28999972       1.74150467E-02   1.03044510E-03   1.04651488E-02  0.799593627    
   1.29999971       1.74531937E-02   1.03080273E-03   1.03273392E-02  0.793718278    
   1.30999970       1.75504684E-02   1.03193521E-03   1.02269547E-02  0.788524687    
   1.31999969       1.75676346E-02   1.03211403E-03   1.00824395E-02  0.782686651    
   1.32999969       1.77698135E-02   1.03700161E-03   1.00456905E-02  0.780480325    
   1.33999968       1.78127289E-02   1.03920698E-03   9.92021430E-03  0.776303351    
   1.34999967       1.79367065E-02   1.04230642E-03   9.84181836E-03  0.772851110    
   1.35999966       1.80740356E-02   1.04337931E-03   9.77186579E-03  0.767957985    
   1.36999965       1.81245804E-02   1.04451180E-03   9.65666212E-03  0.763179958    
   1.37999964       1.81884766E-02   1.04606152E-03   9.55076981E-03  0.758773804    
   1.38999963       1.82590485E-02   1.04862452E-03   9.45036951E-03  0.755160689    
   1.39999962       1.84431076E-02   1.05172396E-03   9.40975361E-03  0.751982808    
   1.40999961       1.85918808E-02   1.05470419E-03   9.35158785E-03  0.748765409    
   1.41999960       1.86719894E-02   1.05845928E-03   9.26006772E-03  0.746139467    
   1.42999959       1.85871124E-02   1.05583668E-03   9.08950157E-03  0.739085853    
   1.43999958       1.88226700E-02   1.06054544E-03   9.07729566E-03  0.737226546    
   1.44999957       1.89514160E-02   1.06471777E-03   9.01375804E-03  0.735022664    
   1.45999956       1.92365646E-02   1.07145309E-03   9.02447663E-03  0.734606028    
   1.46999955       1.90935135E-02   1.06990337E-03   8.83591361E-03  0.728553474    
   1.47999954       1.95417404E-02   1.07949972E-03   8.92154500E-03  0.730121374    
   1.48999953       1.95236206E-02   1.08057261E-03   8.79403297E-03  0.725941896    
   1.49999952       1.98049545E-02   1.08867884E-03   8.80220719E-03  0.726511836    
   1.50999951       1.97267532E-02   1.08557940E-03   8.65171105E-03  0.719645917    
   1.51999950       1.99928284E-02   1.09529495E-03   8.65341164E-03  0.721309602    
   1.52999949       2.03018188E-02   1.10155344E-03   8.67266115E-03  0.720689714    
   1.53999949       2.03857422E-02   1.10250711E-03   8.59578140E-03  0.716629863    
   1.54999948       2.03952789E-02   1.10602379E-03   8.48919526E-03  0.714277565    
   1.55999947       2.07309723E-02   1.11335516E-03   8.51865020E-03  0.714403152    
   1.56999946       2.11420059E-02   1.12205744E-03   8.57723318E-03  0.715401173    
   1.57999945       2.13785172E-02   1.12962723E-03   8.56374484E-03  0.715669155    
   1.58999944       2.14977264E-02   1.13135576E-03   8.50351714E-03  0.712256253    
   1.59999943       2.14052200E-02   1.13511086E-03   8.36141966E-03  0.710153997    
   1.60999942       2.19697952E-02   1.15883350E-03   8.47568084E-03  0.720492423    
   1.61999941       2.17285156E-02   1.14291906E-03   8.27942882E-03  0.706211388    
   1.62999940       2.20518112E-02   1.15549564E-03   8.29983316E-03  0.709602177    
   1.63999939       2.27489471E-02   1.17218494E-03   8.45812168E-03  0.715461969    
   1.64999938       2.25648880E-02   1.16831064E-03   8.28830339E-03  0.708775401    
   1.65999937       2.28843689E-02   1.17951632E-03   8.30468349E-03  0.711262763    
   1.66999936       2.33602524E-02   1.19739771E-03   8.37615877E-03  0.717721879    
   1.67999935       2.33364105E-02   1.19626522E-03   8.26829206E-03  0.712774992    
   1.68999934       2.40230560E-02   1.22886896E-03   8.41114670E-03  0.727868795    
   1.69999933       2.46553421E-02   1.29193068E-03   8.53126682E-03  0.760719478    
   1.70999932       2.44903564E-02   1.25074387E-03   8.37535504E-03  0.732160866    
   1.71999931       2.48575211E-02   1.26081705E-03   8.40235967E-03  0.733766437    
   1.72999930       2.48403549E-02   1.26498938E-03   8.29976797E-03  0.731939316    
   1.73999929       2.51588821E-02   1.26004219E-03   8.30985047E-03  0.724886656    
   1.74999928       2.61640549E-02   1.30373240E-03   8.54337122E-03  0.745735168    
   1.75999928       2.55823135E-02   1.28507614E-03   8.25875998E-03  0.730887353    
   1.76999927       2.65960693E-02   1.33532286E-03   8.48928839E-03  0.755174458    
   1.77999926       2.74734497E-02   1.36262178E-03   8.67108721E-03  0.766283631    
   1.78999925       2.79531479E-02   1.39850378E-03   8.72418750E-03  0.782068670    
   1.79999924       2.78177261E-02   1.40106678E-03   8.58572591E-03  0.779149175    
   1.80999923       2.83908844E-02   1.44398212E-03   8.66606925E-03  0.798578322    
   1.81999922       2.86178589E-02   1.46692991E-03   8.63962248E-03  0.806811869    
   1.82999921       3.02982330E-02   1.53183937E-03   9.04722791E-03  0.837908149    
   1.83999920       2.89573669E-02   1.45816803E-03   8.55310541E-03  0.793275416    
   1.84999919       3.06501389E-02   1.60872936E-03   8.95548984E-03  0.870453358    
   1.85999918       3.10192108E-02   1.63209438E-03   8.96613486E-03  0.878347993    
